Name','Type','Region','Country','Lat','Long','Elev Ft.','Pop Est
Grogagh,city,Sligo,Ireland,54.3872222,-8.5030556,288,1735
Highwood,city,Sligo,Ireland,54.0722222,-8.2786111,301,2400
Iascaigh,city,Sligo,Ireland,54.2886111,-8.9616667,3,1913
Illanbaun,city,Sligo,Ireland,54.2055556,-8.5663889,249,2372
Inis Crabhann,city,Sligo,Ireland,54.2166667,-9.1,13,1168
Inishcrone,city,Sligo,Ireland,54.2166667,-9.1,13,1168
Keelty,city,Sligo,Ireland,54.3494444,-8.4808333,344,2524
Kesh,city,Sligo,Ireland,54.0477778,-8.4480556,479,2675
Kilglass,city,Sligo,Ireland,54.2391667,-9.0561111,49,1957
Killanly,city,Sligo,Ireland,54.1683333,-9.1252778,22,1345
Killavil,city,Sligo,Ireland,54.0391667,-8.5508333,249,2583
Killeenduff,city,Sligo,Ireland,54.2802778,-8.9305556,3,1758
Killerry,city,Sligo,Ireland,54.2308333,-8.3566667,206,2247
Killoran,city,Sligo,Ireland,54.14,-8.6416667,262,2671
Kilmacowen,city,Sligo,Ireland,54.2286111,-8.5161111,180,2277
Kilmacteige,city,Sligo,Ireland,54.0408333,-8.925,262,2259
Kilmactranny,city,Sligo,Ireland,54.0636111,-8.2558333,252,2400
Kilmorgan,city,Sligo,Ireland,54.1033333,-8.4575,259,2674
Kilrusheighter,city,Sligo,Ireland,54.2619444,-8.7783333,78,1180
Kilshalvy,city,Sligo,Ireland,54.0183333,-8.5241667,255,2685
Kincuillew,city,Sligo,Ireland,54.0558333,-8.9030556,282,2591
Knockadalteen,city,Sligo,Ireland,54.1141667,-8.5330556,249,2674
Knocknacross,city,Sligo,Ireland,54.1113889,-8.3580556,249,2671
Knocknahur,city,Sligo,Ireland,54.245,-8.5386111,127,2277
Lackanatlieve,city,Sligo,Ireland,54.2036111,-9.0513889,164,2347
Lahanagh,city,Sligo,Ireland,54.2391667,-8.4236111,344,2654
Lahordan,city,Sligo,Ireland,54.0927778,-8.3083333,515,2635
Larass,city,Sligo,Ireland,54.2719444,-8.5933333,203,1036
Largan,city,Sligo,Ireland,54.0908333,-8.9341667,725,2421
Largan,city,Sligo,Ireland,54.0202778,-8.7125,265,2461
Lavagh,city,Sligo,Ireland,54.1063889,-8.6841667,314,2674
Lecarrow,city,Sligo,Ireland,54.2311111,-8.7186111,209,2251
Lenstown,city,Sligo,Ireland,54.2897222,-9.0188889,9,1723
Leyny,city,Sligo,Ireland,54.17,-8.6033333,249,2357
Lisgorey,city,Sligo,Ireland,54.29,-8.4280556,239,2629
Liskeagh,city,Sligo,Ireland,54.055556,-8.4316667,662,2675
Lissaneeny,city,Sligo,Ireland,54.1633333,-8.3980556,249,2668
Lugdoon,city,Sligo,Ireland,54.2308333,-8.7997222,314,2121
Lugnadeffa,city,Sligo,Ireland,54.2022222,-8.5855556,328,2357
Lugnagall,city,Sligo,Ireland,54.3288889,-8.4225,715,2595
Magheraboy,city,Sligo,Ireland,54.2688889,-8.4944444,49,2415
Mahanagh,city,Sligo,Ireland,53.9769444,-8.4516667,249,2589
Masshill,city,Sligo,Ireland,54.1047222,-8.8555556,495,2674
Metal Bridge,city,Sligo,Ireland,54.0719444,-8.8197222,193,2675
Milk Haven,city,Sligo,Ireland,54.4180556,-8.5,29,1317
Milltown,city,Sligo,Ireland,54.3394444,-8.5011111,134,2117
Moneygold,city,Sligo,Ireland,54.4061111,-8.5094444,59,1735
Moneylahan,city,Sligo,Ireland,54.3980556,-8.4516667,305,2446
Moylough,city,Sligo,Ireland,54.0305556,-8.6997222,308,2311
Moytirra,city,Sligo,Ireland,54.0830556,-8.275,334,2400
Muingwore,city,Sligo,Ireland,54.1663889,-9.0358333,239,2186
Mullaghanarry,city,Sligo,Ireland,54.0911111,-8.7211111,387,2674
Mullaghmore,city,Sligo,Ireland,54.4663889,-8.4486111,0,679
Mullaghnaneane,city,Sligo,Ireland,54.3755556,-8.5316667,118,1735
Mullaghroe,city,Sligo,Ireland,53.9802778,-8.4611111,249,2634
Mullany's Cross,city,Sligo,Ireland,54.0691667,-8.8655556,249,2655
Mullany?s Cross,city,Sligo,Ireland,54.0691667,-8.8655556,249,2655
Owenbeg,city,Sligo,Ireland,54.2336111,-8.9466667,272,2582
Patch,city,Sligo,Ireland,54.2438889,-8.9141667,177,2377
Portinch,city,Sligo,Ireland,54.0994444,-8.575,242,2674
Powellsborough,city,Sligo,Ireland,54.0480556,-8.6875,331,2586
Powellsborough Cross Roads,city,Sligo,Ireland,54.0480556,-8.6875,331,2586
Raghly,city,Sligo,Ireland,54.3322222,-8.6466667,0,740
Rathcormack,city,Sligo,Ireland,54.3183333,-8.4766667,101,2389
Rathdoony More,city,Sligo,Ireland,54.0986111,-8.5497222,249,2674
Rathlee,city,Sligo,Ireland,54.2763889,-9.0383333,16,1723
Rathose,city,Sligo,Ireland,54.1822222,-8.6025,242,2357
Riverstown,city,Sligo,Ireland,54.1316667,-8.3944444,242,2668
Roadstown,city,Sligo,Ireland,54.0547222,-8.6163889,249,2576
Rockfield,city,Sligo,Ireland,54.1677778,-8.6208333,246,2357
Ropefield,city,Sligo,Ireland,54.1255556,-8.5911111,246,2671
Rosses Point,city,Sligo,Ireland,54.3091667,-8.5661111,0,1447
Rosses Upper,city,Sligo,Ireland,54.3091667,-8.5661111,0,1447
Rover,city,Sligo,Ireland,54.0916667,-8.2088889,590,2338
Rue Cross Roads,city,Sligo,Ireland,54.0408333,-8.76,249,2574
Sandyhill,city,Sligo,Ireland,53.9763889,-8.7913889,242,2268
Sessuecommon,city,Sligo,Ireland,54.0841667,-8.815,200,2674
Skreen,city,Sligo,Ireland,54.2433333,-8.7311111,249,2251
Sligo,city,Sligo,Ireland,54.2666667,-8.4833333,42,2415
Sligo,city,Sligo,Ireland,54.2666667,-8.4833333,42,2415
Srananagh,city,Sligo,Ireland,54.1686111,-8.3933333,249,2656
Sroove,city,Sligo,Ireland,53.9655556,-8.5044444,377,2567
Strandhill,city,Sligo,Ireland,54.2719444,-8.5933333,203,1036
Streamstown,city,Sligo,Ireland,54.2136111,-8.5647222,114,1950
Tap,city,Sligo,Ireland,54.1233333,-8.2477778,810,2338
Tawnalghta,city,Sligo,Ireland,54.1788889,-8.9733333,374,2536
Tawnavoultry,city,Sligo,Ireland,54.0925,-8.6747222,249,2674
Tawnyany,city,Sligo,Ireland,54.0869444,-8.9397222,757,2421
Templeboy,city,Sligo,Ireland,54.2458333,-8.8125,239,2121
Tobar an Choire,city,Sligo,Ireland,54.05,-8.7333333,301,2655
Toberawnaun,city,Sligo,Ireland,54.2577778,-8.7222222,108,1314
Tobercurry,city,Sligo,Ireland,54.05,-8.7333333,301,2655
Toberscanavan,city,Sligo,Ireland,54.1669444,-8.4855556,216,2645
Toberscardan,city,Sligo,Ireland,54.0783333,-8.6997222,449,2586
Toorlestraun,city,Sligo,Ireland,54.0397222,-8.8425,190,2510
Tubbercurry,city,Sligo,Ireland,54.05,-8.7333333,301,2655
Tullanaglug,city,Sligo,Ireland,54.0463889,-8.7936111,226,2675
Tullylin,city,Sligo,Ireland,54.1963889,-9.0230556,229,2498
Tunnagh,city,Sligo,Ireland,54.0252778,-8.4991667,249,2684
Walshestown,city,Sligo,Ireland,54.2877778,-9.0377778,3,1723
Willsborough,city,Sligo,Ireland,54.2941667,-8.4408333,147,2595
Zion Hill,city,Sligo,Ireland,54.1058333,-8.8797222,433,2611
Aglish,city,Tipperary,Ireland,53.0386111,-8.0863889,236,2827
Ahenny,city,Tipperary,Ireland,52.4152778,-7.3972222,275,3149
Ahgmore Bridge,city,Tipperary,Ireland,52.8475,-7.9552778,767,2794
Almaseed Bridge,city,Tipperary,Ireland,52.2938889,-8.1663889,495,3527
An Baile Beag,city,Tipperary,Ireland,52.6394444,-7.7380556,429,2853
An Bhainseach,city,Tipperary,Ireland,52.4480556,-8.0625,249,2867
An Bháinseach,city,Tipperary,Ireland,52.4480556,-8.0625,249,2867
An Chathair,city,Tipperary,Ireland,52.3769444,-7.9216667,196,2871
An Cheapach,city,Tipperary,Ireland,52.5819444,-8.1636111,459,2860
An Cloichin,city,Tipperary,Ireland,52.2758333,-7.9922222,272,3143
An Cloichín,city,Tipperary,Ireland,52.2758333,-7.9922222,272,3143
An Gabhailin,city,Tipperary,Ireland,52.4977778,-7.9802778,249,2864
An Gabhailín,city,Tipperary,Ireland,52.4977778,-7.9802778,249,2864
An Port Nua,city,Tipperary,Ireland,52.7111111,-8.4097222,213,3173
An Port Rua,city,Tipperary,Ireland,52.8825,-8.3502778,387,1958
An Teampall Mor,city,Tipperary,Ireland,52.7947222,-7.8338889,383,2843
An Teampall Mór,city,Tipperary,Ireland,52.7947222,-7.8338889,383,2843
An tAonach,city,Tipperary,Ireland,52.8619444,-8.1966667,236,2842
Anghvaneen,city,Tipperary,Ireland,52.4519444,-7.4613889,492,2900
Anglesey Road,city,Tipperary,Ireland,52.6938889,-8.0313889,997,2850
Anglesry Bridge,city,Tipperary,Ireland,52.6794444,-8.1625,977,2901
Annaboty,city,Tipperary,Ireland,52.7375,-8.4575,209,3472
Annacarty,city,Tipperary,Ireland,52.5644444,-8.1102778,475,2860
Ara Bridge,city,Tipperary,Ireland,52.4391667,-8.0366667,229,2867
Ard Fhionain,city,Tipperary,Ireland,52.3116667,-7.875,173,2887
Ard Fhíonáin,city,Tipperary,Ireland,52.3116667,-7.875,173,2887
Ardcrony,city,Tipperary,Ireland,52.9322222,-8.1572222,308,2836
Ardfinnan,city,Tipperary,Ireland,52.3116667,-7.875,173,2887
Arragh More,city,Tipperary,Ireland,53.0558333,-8.0305556,249,2827
Ashhill,city,Tipperary,Ireland,52.5977778,-7.7972222,492,2857
Athnid,city,Tipperary,Ireland,52.7244444,-7.7672222,387,2847
Aughnagawer Cross Roads,city,Tipperary,Ireland,52.4655556,-8.0619444,262,2864
Baile an Gharrai,city,Tipperary,Ireland,52.5872222,-7.54,515,2934
Baile an Gharraí,city,Tipperary,Ireland,52.5872222,-7.54,515,2934
Ballagh,city,Tipperary,Ireland,52.5894444,-7.9863889,298,2857
Ballina,city,Tipperary,Ireland,52.8077778,-8.4355556,193,2359
Ballinard Cross,city,Tipperary,Ireland,52.4905556,-8.2686111,501,3401
Ballincurry,city,Tipperary,Ireland,52.5847222,-7.6036111,823,2857
Ballinderry,city,Tipperary,Ireland,53.0205556,-8.2219444,183,2147
Ballingarry,city,Tipperary,Ireland,53.0172222,-8.0266667,472,2818
Ballingarry,city,Tipperary,Ireland,52.5872222,-7.54,515,2934
Ballingarry Bridge,city,Tipperary,Ireland,52.5933333,-7.5625,567,2866
Ballinunty,city,Tipperary,Ireland,52.5902778,-7.665,498,2857
Ballinure,city,Tipperary,Ireland,52.5630556,-7.7688889,498,2860
Ballyartello Bridge,city,Tipperary,Ireland,52.9011111,-8.2361111,206,2801
Ballycahall,city,Tipperary,Ireland,52.8275,-7.8177778,436,2843
Ballycahill,city,Tipperary,Ireland,52.6894444,-7.9047222,275,2850
Ballyclerahan,city,Tipperary,Ireland,52.4147222,-7.7702778,255,2963
Ballydine,city,Tipperary,Ireland,52.3666667,-7.5094444,52,3822
Ballydine Cross Roads,city,Tipperary,Ireland,52.3666667,-7.5094444,52,3822
Ballyfowloo,city,Tipperary,Ireland,52.5033333,-7.8383333,498,2861
Ballygodboy,city,Tipperary,Ireland,52.5033333,-8.2372222,377,3564
Ballygriffen,city,Tipperary,Ireland,52.5144444,-7.9877778,226,2861
Ballygriffin,city,Tipperary,Ireland,52.5144444,-7.9877778,226,2861
Ballyhane Bridge,city,Tipperary,Ireland,52.5688889,-8.2080556,252,3244
Ballyheny,city,Tipperary,Ireland,52.9008333,-7.8175,475,2834
Ballylaine Cross Roads,city,Tipperary,Ireland,52.7605556,-8.0980556,734,2846
Ballylooby,city,Tipperary,Ireland,52.3269444,-7.9788889,232,2875
Ballylusky,city,Tipperary,Ireland,52.8255556,-8.2897222,229,2843
Ballymackey,city,Tipperary,Ireland,52.8780556,-8.0863889,360,2837
Ballynaclogh,city,Tipperary,Ireland,52.8272222,-8.1611111,252,2843
Ballynamrossagh,city,Tipperary,Ireland,52.4344444,-8.2555556,482,3570
Ballyneety,city,Tipperary,Ireland,52.3188889,-7.8541667,252,2887
Ballyneil,city,Tipperary,Ireland,52.3733333,-7.4894444,62,3723
Ballyneill,city,Tipperary,Ireland,52.3733333,-7.4894444,62,3723
Ballynonty,city,Tipperary,Ireland,52.5902778,-7.665,498,2857
Ballyoughter Bridge,city,Tipperary,Ireland,52.6591667,-7.9408333,252,2853
Ballypatrick,city,Tipperary,Ireland,52.7338889,-7.9097222,308,2847
Ballypatrick,city,Tipperary,Ireland,52.3936111,-7.5458333,134,3204
Ballyporeen,city,Tipperary,Ireland,52.2691667,-8.1002778,449,3106
Ballysheeda,city,Tipperary,Ireland,52.5755556,-8.1066667,498,2860
Ballysloe,city,Tipperary,Ireland,52.6380556,-7.6061111,528,2857
Ballytarsna,city,Tipperary,Ireland,52.5763889,-7.8258333,508,2860
Ballyvaughan,city,Tipperary,Ireland,52.3863889,-7.6633333,124,3169
Ballyveera,city,Tipperary,Ireland,52.2891667,-7.8527778,160,3080
Ballywalter,city,Tipperary,Ireland,52.4847222,-7.5563889,246,2864
Bananalleen,city,Tipperary,Ireland,52.5333333,-8.1952778,301,3074
Bansha,city,Tipperary,Ireland,52.4480556,-8.0625,249,2867
Barna Cross,city,Tipperary,Ireland,52.7841667,-7.8736111,314,2846
Barnalisheen,city,Tipperary,Ireland,52.7633333,-7.7294444,449,2847
Barraden,city,Tipperary,Ireland,52.5963889,-8.0922222,780,2857
Barrettstown,city,Tipperary,Ireland,52.4605556,-7.7313889,252,2864
Bawn,city,Tipperary,Ireland,52.8294444,-8.2152778,249,2843
Bawndunhill,city,Tipperary,Ireland,52.4341667,-7.5291667,875,2869
Beakstown,city,Tipperary,Ireland,52.6563889,-7.8766667,272,2853
Beal Atha Gabhann,city,Tipperary,Ireland,52.7902778,-8.2341667,616,2846
Beal Atha Poirin,city,Tipperary,Ireland,52.2691667,-8.1002778,449,3106
Bennett's Bridge,city,Tipperary,Ireland,52.7766667,-8.1327778,898,2846
Bennett?s Bridge,city,Tipperary,Ireland,52.7766667,-8.1327778,898,2846
Birdhill,city,Tipperary,Ireland,52.7655556,-8.4358333,255,2774
Black Bridge,city,Tipperary,Ireland,52.5538889,-8.0211111,262,2860
Boolabeha Bridge,city,Tipperary,Ireland,52.7091667,-7.7175,400,2849
Boolakennedy,city,Tipperary,Ireland,52.335,-8.0819444,429,2874
Borrisokane,city,Tipperary,Ireland,52.9952778,-8.1280556,219,2832
Borrisoleigh,city,Tipperary,Ireland,52.7522222,-7.9530556,321,2846
Bouladuff,city,Tipperary,Ireland,52.7166667,-7.9066667,301,2847
Brindleys Bridge,city,Tipperary,Ireland,52.7888889,-8.1841667,492,2846
Brookville,city,Tipperary,Ireland,52.4502778,-8.1819444,610,2958
Brownstown Cross Roads,city,Tipperary,Ireland,52.7327778,-7.7866667,383,2847
Buirios Ui Chein,city,Tipperary,Ireland,52.9952778,-8.1280556,219,2832
Buiríos Uí Chéin,city,Tipperary,Ireland,52.9952778,-8.1280556,219,2832
Bullylusky Cross Roads,city,Tipperary,Ireland,52.5344444,-7.6208333,406,2861
Burged Bridge,city,Tipperary,Ireland,52.3169444,-7.9666667,219,2875
Burncourt,city,Tipperary,Ireland,52.3105556,-8.0763889,262,2875
Bushfield,city,Tipperary,Ireland,52.7991667,-8.3586111,219,2839
Béal Átha Gabhann,city,Tipperary,Ireland,52.7902778,-8.2341667,616,2846
Béal Átha Póirin,city,Tipperary,Ireland,52.2691667,-8.1002778,449,3106
Caher,city,Tipperary,Ireland,52.3769444,-7.9216667,196,2871
Cahernahallia,city,Tipperary,Ireland,52.5916667,-8.2152778,311,4463
Cahir,city,Tipperary,Ireland,52.3769444,-7.9216667,196,2871
Caiseal,city,Tipperary,Ireland,52.5158333,-7.8855556,475,2861
Cameron,city,Tipperary,Ireland,52.9616667,-8.2733333,383,1841
Camus Bridge,city,Tipperary,Ireland,52.5402778,-7.9319444,229,2861
Cappagh,city,Tipperary,Ireland,52.5855556,-7.4733333,321,3083
Cappagh White,city,Tipperary,Ireland,52.5819444,-8.1636111,459,2860
Cappanarragh,city,Tipperary,Ireland,52.5716667,-7.9977778,288,2860
Capparoe,city,Tipperary,Ireland,52.8202778,-8.255,239,2843
Carney,city,Tipperary,Ireland,52.9761111,-8.1816667,239,2832
Carraig na Siuire,city,Tipperary,Ireland,52.3491667,-7.4130556,49,3629
Carraig na Siúire,city,Tipperary,Ireland,52.3491667,-7.4130556,49,3629
Carrick-on-Suir,city,Tipperary,Ireland,52.3491667,-7.4130556,49,3629
Carrickbeg,city,Tipperary,Ireland,52.3430556,-7.4163889,190,3629
Carrickloughmore Cross Roads,city,Tipperary,Ireland,52.7558333,-7.8427778,337,2846
Carrig,city,Tipperary,Ireland,53.0602778,-7.9719444,219,2803
Carrigahorig,city,Tipperary,Ireland,53.0625,-8.1438889,190,2719
Carrigatogher,city,Tipperary,Ireland,52.8355556,-8.2780556,226,2792
Carrigmore Cross Roads,city,Tipperary,Ireland,52.2825,-8.0511111,242,2921
Carrow,city,Tipperary,Ireland,52.5905556,-8.0533333,498,2857
Carrow Cross,city,Tipperary,Ireland,52.8216667,-8.2508333,249,2843
Cashel,city,Tipperary,Ireland,52.5158333,-7.8855556,475,2861
Castletown,city,Tipperary,Ireland,52.8766667,-8.3816667,587,1799
Cauteen Bridge,city,Tipperary,Ireland,52.5433333,-8.1822222,282,3244
Cill Naile,city,Tipperary,Ireland,52.5683333,-7.6713889,498,2860
Cill Náile,city,Tipperary,Ireland,52.5683333,-7.6713889,498,2860
Clare Bridge,city,Tipperary,Ireland,52.6911111,-8.3827778,485,4094
Clashganny,city,Tipperary,Ireland,52.2569444,-7.8069444,465,3295
Cloch Shiurdain,city,Tipperary,Ireland,52.9402778,-8.0355556,380,2770
Cloch Shiurdáin,city,Tipperary,Ireland,52.9402778,-8.0355556,380,2770
Clocully,city,Tipperary,Ireland,52.2916667,-7.8483333,160,2887
Clogheen,city,Tipperary,Ireland,52.2758333,-7.9922222,272,3143
Cloghjordan,city,Tipperary,Ireland,52.9402778,-8.0355556,380,2770
Clohernagh,city,Tipperary,Ireland,52.4113889,-8.0611111,482,2871
Clon,city,Tipperary,Ireland,52.7008333,-7.9338889,278,2850
Clonakenny,city,Tipperary,Ireland,52.8747222,-7.8325,479,2841
Cloncannon,city,Tipperary,Ireland,52.8580556,-7.9583333,734,2794
Clone Bridge,city,Tipperary,Ireland,52.5997222,-8.036111,396,2857
Cloneen,city,Tipperary,Ireland,52.4755556,-7.5958333,213,2864
Clonmel,city,Tipperary,Ireland,52.355,-7.7038889,114,3733
Clonmore,city,Tipperary,Ireland,52.8277778,-7.7647222,479,2841
Clonoulty,city,Tipperary,Ireland,52.6019444,-7.9602778,269,2857
Clonpet,city,Tipperary,Ireland,52.4594444,-8.1877778,593,2926
Cloonyross Cross Roads,city,Tipperary,Ireland,52.64,-7.9683333,344,2853
Cloughjordan,city,Tipperary,Ireland,52.9402778,-8.0355556,380,2770
Cluain Meala,city,Tipperary,Ireland,52.355,-7.7038889,114,3733
Coalbrook,city,Tipperary,Ireland,52.6136111,-7.5827778,744,2866
Commons,city,Tipperary,Ireland,52.6275,-7.5413889,564,3041
Cool Bridge,city,Tipperary,Ireland,52.7747222,-8.4294444,239,2774
Coolagarranoe Bridge,city,Tipperary,Ireland,52.3063889,-8.1022222,351,2901
Coolbaun,city,Tipperary,Ireland,52.9811111,-8.2491667,278,2584
Coolbawn,city,Tipperary,Ireland,52.9811111,-8.2491667,278,2584
Cooleenduff Bridge,city,Tipperary,Ireland,52.6980556,-8.0144444,954,2850
Cooleeny,city,Tipperary,Ireland,52.7338889,-7.6852778,419,2896
Coolkill,city,Tipperary,Ireland,52.67,-7.9280556,255,2850
Coolross,city,Tipperary,Ireland,53.1347222,-8.0355556,206,2713
Cragg,city,Tipperary,Ireland,52.7355556,-8.4408333,216,3472
Cregg,city,Tipperary,Ireland,52.3708333,-7.3972222,68,3629
Cregg Bridge,city,Tipperary,Ireland,52.3733333,-7.3913889,114,3629
Croan,city,Tipperary,Ireland,52.4525,-7.4311111,492,3016
Cullahill,city,Tipperary,Ireland,52.8722222,-7.7302778,469,2823
Cullen,city,Tipperary,Ireland,52.5119444,-8.2702778,462,4184
Cunningham's Cross Roads,city,Tipperary,Ireland,52.5083333,-8.1525,396,2861
Cunningham?s Cross Roads,city,Tipperary,Ireland,52.5083333,-8.1525,396,2861
Currabaha Cross,city,Tipperary,Ireland,52.7725,-8.0247222,469,2846
Curraghmore Bridge,city,Tipperary,Ireland,52.3333333,-8.083333,429,2875
Curraleigh,city,Tipperary,Ireland,52.26,-8.1508333,452,3818
Curreeny,city,Tipperary,Ireland,52.7277778,-8.1502778,997,2855
Curreeny Cross,city,Tipperary,Ireland,52.7336111,-8.1433333,997,2855
Derrymore Bridge,city,Tipperary,Ireland,52.6411111,-7.9263889,252,2853
Donaskeagh,city,Tipperary,Ireland,52.5219444,-8.0813889,311,2861
Donohill,city,Tipperary,Ireland,52.5408333,-8.1466667,305,2861
Dovea,city,Tipperary,Ireland,52.7188889,-7.8563889,334,2847
Drangan,city,Tipperary,Ireland,52.5161111,-7.5880556,400,2861
Drish Bridge,city,Tipperary,Ireland,52.6769444,-7.7788889,360,2850
Drom,city,Tipperary,Ireland,52.7688889,-7.8930556,301,2846
Dromineer,city,Tipperary,Ireland,52.9230556,-8.2766667,177,2073
Drongan,city,Tipperary,Ireland,52.5161111,-7.5880556,400,2861
Drongán,city,Tipperary,Ireland,52.5161111,-7.5880556,400,2861
Drumbane,city,Tipperary,Ireland,52.6538889,-7.9697222,344,2853
Drumminnagleagh Bridge,city,Tipperary,Ireland,52.6897222,-7.9322222,262,2850
Dublin,city,Tipperary,Ireland,52.5744444,-7.5502778,501,2860
Dundrum,city,Tipperary,Ireland,52.5605556,-8.0422222,265,2860
Durlas,city,Tipperary,Ireland,52.6819444,-7.8022222,328,2850
Emly,city,Tipperary,Ireland,52.4638889,-8.3491667,344,4196
Faheen Cross Roads,city,Tipperary,Ireland,52.5516667,-7.9702778,259,2860
Fethard,city,Tipperary,Ireland,52.4672222,-7.6911111,216,2864
Figlash,city,Tipperary,Ireland,52.3744444,-7.4491667,88,3612
Finnahy,city,Tipperary,Ireland,52.7119444,-7.9805556,652,2847
Fiodh Ard,city,Tipperary,Ireland,52.4672222,-7.6911111,216,2864
Firville,city,Tipperary,Ireland,53.0708333,-8.0788889,229,2828
Flemingtown,city,Tipperary,Ireland,52.2716667,-8.0297222,229,2962
Four Cross Roads,city,Tipperary,Ireland,52.5902778,-7.665,498,2857
Galbertstown,city,Tipperary,Ireland,52.6258333,-7.8519444,380,2853
Garnavilla,city,Tipperary,Ireland,52.3444444,-7.8927778,216,2874
Garrane,city,Tipperary,Ireland,52.5377778,-7.9913889,259,2861
Garranmore,city,Tipperary,Ireland,52.6283333,-7.9486111,269,2853
Garrykennedy,city,Tipperary,Ireland,52.9027778,-8.3461111,242,1958
Garrykonnedy,city,Tipperary,Ireland,52.9027778,-8.3461111,242,1958
Garrymore Bridge,city,Tipperary,Ireland,52.2925,-8.0216667,216,2875
Garrymore Cross Roads,city,Tipperary,Ireland,52.2969444,-7.9958333,209,2875
Garrynafana,city,Tipperary,Ireland,52.8608333,-8.0616667,419,2833
Garryntemple,city,Tipperary,Ireland,52.3558333,-7.8125,249,3064
Glashanailor Bridge,city,Tipperary,Ireland,52.5872222,-8.1875,396,3486
Glenahilty,city,Tipperary,Ireland,52.9030556,-8.0647222,357,2815
Glenbane,city,Tipperary,Ireland,52.4797222,-8.3097222,416,3714
Glenbreedy,city,Tipperary,Ireland,52.7858333,-8.0222222,485,2846
Glengarra Bridge,city,Tipperary,Ireland,52.3211111,-8.0991667,413,2901
Glennaskagh,city,Tipperary,Ireland,52.4497222,-7.5377778,626,2869
Glenough Lower,city,Tipperary,Ireland,52.6216667,-8.0577778,889,2857
Glenough Upper,city,Tipperary,Ireland,52.6383333,-8.0675,997,2853
Goats Bridge,city,Tipperary,Ireland,52.2761111,-7.8719444,308,3080
Goatstown,city,Tipperary,Ireland,53.022222,-8.1466667,196,2784
Golden,city,Tipperary,Ireland,52.4977778,-7.9802778,249,2864
Goldings Cross,city,Tipperary,Ireland,52.7861111,-7.9136111,334,2846
Goolds Cross,city,Tipperary,Ireland,52.59,-7.9544444,259,2857
Gortacullin,city,Tipperary,Ireland,52.2747222,-7.9158333,308,3142
Gortalough,city,Tipperary,Ireland,52.7691667,-7.9588889,413,2846
Gortnagowna,city,Tipperary,Ireland,52.7491667,-8.08,866,2847
Gortnagowth,city,Tipperary,Ireland,52.6444444,-7.8666667,291,2853
Gortnahoo,city,Tipperary,Ireland,52.6766667,-7.5991667,459,2943
Gourdeen Bridge,city,Tipperary,Ireland,52.8675,-8.1675,239,2842
Graffin,city,Tipperary,Ireland,52.8419444,-7.7761111,472,2838
Graigue,city,Tipperary,Ireland,52.2741667,-7.9386111,298,3212
Graigue,city,Tipperary,Ireland,52.6,-7.4166667,377,3234
Graiguepadeen,city,Tipperary,Ireland,52.6980556,-7.6252778,446,2890
Granavone,city,Tipperary,Ireland,52.7438889,-8.0388889,672,2847
Grange,city,Tipperary,Ireland,52.5252778,-8.1352778,328,2861
Grange,city,Tipperary,Ireland,52.6577778,-7.5505556,518,2907
Grange Cross Roads,city,Tipperary,Ireland,52.3283333,-7.825,239,3232
Grangemockler,city,Tipperary,Ireland,52.4563889,-7.4941667,498,2900
Graystown,city,Tipperary,Ireland,52.5611111,-7.7069444,501,2860
Name,What,Region,Country,Lat,Long,Elev Ft.,Pop Est
Hackstown Bridge,city,Tipperary,Ireland,52.8969444,-8.1325,396,2839
Hawarden Bridge,city,Tipperary,Ireland,52.5561111,-8.1155556,433,2860
Helen Park,city,Tipperary,Ireland,52.5697222,-7.7019444,501,2860
Hollyford,city,Tipperary,Ireland,52.6322222,-8.1086111,997,2853
Holycross,city,Tipperary,Ireland,52.6397222,-7.8630556,291,2853
Horse and Jockey,city,Tipperary,Ireland,52.6163889,-7.7752778,459,2857
Hunts Grove,city,Tipperary,Ireland,52.7583333,-8.0780556,958,2846
Hyinenstown,city,Tipperary,Ireland,52.4472222,-7.9455556,252,2867
Imleach,city,Tipperary,Ireland,52.4638889,-8.3491667,344,4196
Inch,city,Tipperary,Ireland,52.6880556,-8.0963889,974,2850
Islands Bridge,city,Tipperary,Ireland,52.5483333,-7.5116667,367,2874
Kilbragh,city,Tipperary,Ireland,52.485,-7.8147222,498,2864
Kilbreedy,city,Tipperary,Ireland,52.5561111,-7.9283333,249,2860
Kilcash,city,Tipperary,Ireland,52.4075,-7.5363889,511,3165
Kilcommon,city,Tipperary,Ireland,52.6938889,-8.1438889,997,2901
Kilfithmone Cross Roads,city,Tipperary,Ireland,52.7638889,-7.9302778,328,2846
Kilkeary Cross Roads,city,Tipperary,Ireland,52.8341667,-8.125,291,2841
Killanigan,city,Tipperary,Ireland,52.7688889,-7.7686111,433,2846
Killea,city,Tipperary,Ireland,52.8236111,-7.8697222,439,2843
Killeenasteerna,city,Tipperary,Ireland,52.4705556,-7.9361111,275,2864
Killenaule,city,Tipperary,Ireland,52.5683333,-7.6713889,498,2860
Killenoher,city,Tipperary,Ireland,52.7883333,-7.6902778,485,2907
Killoscully,city,Tipperary,Ireland,52.7672222,-8.3458333,449,2846
Killough,city,Tipperary,Ireland,52.8586111,-7.8291667,472,2841
Killurney,city,Tipperary,Ireland,52.4,-7.6,226,3211
Killycross,city,Tipperary,Ireland,53.1330556,-8.1486111,183,2753
