Name','Type','Region','Country','Lat','Long','Elev Ft.','Pop Est
Gortin,city,Donegal,Ireland,54.8580556,-7.5238889,22,2479
Gortlee,city,Donegal,Ireland,54.955,-7.7255556,167,2310
Gortlush,city,Donegal,Ireland,54.9966667,-7.4608333,291,2300
Gortnabrade,city,Donegal,Ireland,55.1644444,-7.7725,275,2076
Gortnalughoge,city,Donegal,Ireland,55.2341667,-7.7952778,0,914
Gortree,city,Donegal,Ireland,54.9766667,-7.5269444,377,2119
Graffy,city,Donegal,Ireland,54.8119444,-8.1688889,511,2315
Graffy,city,Donegal,Ireland,54.7727778,-7.5644444,265,2873
Greenan Bridge,city,Donegal,Ireland,54.7247222,-8.0408333,216,2321
Gweedore,city,Donegal,Ireland,55.0502778,-8.2319444,160,2301
Harpers Town,city,Donegal,Ireland,54.7688889,-7.6602778,406,2605
Heatheryhill,city,Donegal,Ireland,54.9155556,-7.5530556,987,2311
High Town,city,Donegal,Ireland,54.805,-7.6433333,127,2316
Hill Head,city,Donegal,Ireland,55.1213889,-7.4258333,255,1934
Holmess Town,city,Donegal,Ireland,54.8230556,-7.6311111,295,2316
Holmess Town,city,Donegal,Ireland,54.8230556,-7.6311111,295,2316
Illies,city,Donegal,Ireland,55.1483333,-7.3319444,492,2297
Imlick,city,Donegal,Ireland,54.9713889,-7.4163889,9,11802
Inbhear,city,Donegal,Ireland,54.6519444,-8.2833333,3,1641
Inch,city,Donegal,Ireland,55.0702778,-7.4805556,3,1626
Inishnaneill,city,Donegal,Ireland,55.2330556,-7.2763889,236,2180
Inver,city,Donegal,Ireland,54.6519444,-8.2833333,3,1641
Irineragh,city,Donegal,Ireland,54.9511111,-7.6636111,91,2103
Jackstown,city,Donegal,Ireland,55.0286111,-8.2711111,3,2280
Keelogs,city,Donegal,Ireland,54.6413889,-8.3563889,3,1617
Keenagh,city,Donegal,Ireland,55.345,-7.3144444,219,1223
Kerrykeel,city,Donegal,Ireland,55.1333333,-7.65,416,1934
Kilcaddan,city,Donegal,Ireland,54.7930556,-7.7141667,196,2315
Kilcar,city,Donegal,Ireland,54.6338889,-8.5933333,246,1737
Kilcasey,city,Donegal,Ireland,54.6527778,-8.5947222,246,1737
Kilclooney,city,Donegal,Ireland,54.8241667,-8.4344444,3,1641
Kildaragh,city,Donegal,Ireland,55.1419444,-7.9808333,833,2091
Kildoney,city,Donegal,Ireland,54.5230556,-8.2558333,3,810
Kilgoly,city,Donegal,Ireland,54.7111111,-8.6955556,994,1706
Killea,city,Donegal,Ireland,54.9794444,-7.4125,206,11802
Killindarragh,city,Donegal,Ireland,54.8186111,-7.5125,88,2828
Killurtan,city,Donegal,Ireland,54.5855556,-8.4372222,0,841
Killybegs,city,Donegal,Ireland,54.6333333,-8.45,0,1682
Killyclug,city,Donegal,Ireland,54.9755556,-7.7738889,498,2307
Killygordon,city,Donegal,Ireland,54.8,-7.6833333,144,2316
Killyverry,city,Donegal,Ireland,54.9919444,-7.5419444,157,1900
Kilmacrenan,city,Donegal,Ireland,55.0308333,-7.7791667,232,2304
Kilmacrennan,city,Donegal,Ireland,55.0308333,-7.7791667,232,2304
Kilmonaster,city,Donegal,Ireland,54.8233333,-7.5772222,226,2495
Kilrean,city,Donegal,Ireland,54.7805556,-8.3175,262,2318
Kilross,city,Donegal,Ireland,54.8347222,-7.7452778,410,2314
Kincashla,city,Donegal,Ireland,55.0166667,-8.3833333,68,1161
Kincaslough,city,Donegal,Ireland,55.0166667,-8.3833333,68,1161
Kincasslagh,city,Donegal,Ireland,55.0166667,-8.3833333,68,1161
Kindroghed,city,Donegal,Ireland,55.2627778,-7.1338889,252,1793
Kindrohid,city,Donegal,Ireland,55.2780556,-7.4644444,370,1318
Kindrum,city,Donegal,Ireland,55.2238889,-7.6997222,324,1577
Kindrum More,city,Donegal,Ireland,55.2238889,-7.6997222,324,1577
Kingarrow,city,Donegal,Ireland,54.9,-8.0383333,682,2311
Kinnagoe,city,Donegal,Ireland,55.1636111,-7.4036111,419,2297
Kinnakillew,city,Donegal,Ireland,54.7177778,-8.7011111,616,1706
Knockbrack,city,Donegal,Ireland,54.9133333,-7.6830556,400,2310
Knockfola,city,Donegal,Ireland,55.1422222,-8.28,242,1031
Knockletteragh,city,Donegal,Ireland,54.8363889,-8.0713889,997,2314
Lackan,city,Donegal,Ireland,54.6402778,-8.055,249,2297
Lackcrom,city,Donegal,Ireland,54.7033333,-8.1177778,643,2245
Laconnell,city,Donegal,Ireland,54.7602778,-8.4997222,629,1830
Lagacurry,city,Donegal,Ireland,55.31,-7.3397222,170,1426
Laghy,city,Donegal,Ireland,54.6166667,-8.1,150,2133
Lagnadaraugh,city,Donegal,Ireland,55.0508333,-7.3866667,6,4964
Laheen,city,Donegal,Ireland,54.5377778,-8.1388889,1053,2332
Larganreagh,city,Donegal,Ireland,55.1991667,-7.83,104,1501
Largy,city,Donegal,Ireland,54.6294444,-8.5127778,0,1709
Leaght,city,Donegal,Ireland,54.8161111,-7.6475,209,2316
Leahgarrow,city,Donegal,Ireland,54.9902778,-8.5025,160,464
Legland,city,Donegal,Ireland,54.8727778,-7.7680556,387,2314
Legnahoory,city,Donegal,Ireland,55.036111,-7.8047222,360,2304
Lehardan,city,Donegal,Ireland,55.1430556,-7.5644444,246,1401
Leifear,city,Donegal,Ireland,54.8319444,-7.4836111,42,3175
Leitir Ceanainn,city,Donegal,Ireland,54.95,-7.7333333,173,2310
Leitir Mhic an Bhaird,city,Donegal,Ireland,54.8480556,-8.3163889,134,2194
Lemacraig,city,Donegal,Ireland,54.5691667,-7.8552778,393,2057
Lenamore,city,Donegal,Ireland,55.0544444,-7.3133333,13,10103
Lenan,city,Donegal,Ireland,55.2505556,-7.5158333,347,845
Lenankeel,city,Donegal,Ireland,55.2405556,-7.5161111,564,1256
Lergynasearhagh,city,Donegal,Ireland,54.7241667,-8.5641667,508,2064
Leslie Hill,city,Donegal,Ireland,54.9358333,-7.6263889,203,2103
Letterbarra,city,Donegal,Ireland,54.6905556,-8.1816667,246,2150
Lettergull,city,Donegal,Ireland,54.8958333,-7.5275,45,2319
Letterkenny,city,Donegal,Ireland,54.95,-7.7333333,173,2310
Letterkilley,city,Donegal,Ireland,54.7944444,-7.9963889,695,2315
Letterleague,city,Donegal,Ireland,54.9202778,-7.7822222,465,2310
Lettermacaward,city,Donegal,Ireland,54.8480556,-8.3163889,134,2194
Lettermakenny,city,Donegal,Ireland,54.8283333,-7.7872222,1440,2315
Lettermore,city,Donegal,Ireland,54.7116667,-8.2422222,209,2321
Lifford,city,Donegal,Ireland,54.8319444,-7.4836111,42,3175
Limestone Brook Bridge,city,Donegal,Ireland,54.6852778,-8.0708333,167,2315
Linsfort,city,Donegal,Ireland,55.1719444,-7.4972222,95,1831
Lisavaddy,city,Donegal,Ireland,54.6563889,-8.3522222,213,1617
Lisclamer,city,Donegal,Ireland,54.925,-7.6097222,344,2110
Liscooly,city,Donegal,Ireland,54.7994444,-7.6427778,150,2316
Liscooly Bridge,city,Donegal,Ireland,54.7966667,-7.6422222,150,2316
Lismoghry,city,Donegal,Ireland,54.9377778,-7.5511111,472,2246
Listack,city,Donegal,Ireland,54.9105556,-7.7705556,498,2311
Listicall,city,Donegal,Ireland,54.9680556,-7.4752778,193,2300
Loch an Iuir,city,Donegal,Ireland,54.9972222,-8.2908333,6,2307
Loch an Iúir,city,Donegal,Ireland,54.9972222,-8.2908333,6,2307
Losset,city,Donegal,Ireland,55.0316667,-7.8827778,531,2304
Lough Nakey,city,Donegal,Ireland,55.0708333,-7.6861111,209,2208
Loughanure,city,Donegal,Ireland,54.9972222,-8.2908333,6,2307
Lougheraherk,city,Donegal,Ireland,54.7438889,-8.6377778,1440,1955
Loughfad Hill,city,Donegal,Ireland,54.8158333,-8.4066667,6,1977
Loughros,city,Donegal,Ireland,55.0730556,-7.6716667,249,2208
Lubber,city,Donegal,Ireland,54.9705556,-7.7063889,236,2161
Luddan,city,Donegal,Ireland,55.1161111,-7.4511111,488,1934
Lurganboy,city,Donegal,Ireland,55.1233333,-7.5883333,360,1940
Maas,city,Donegal,Ireland,54.8319444,-8.3611111,78,2240
Maas Lower,city,Donegal,Ireland,54.8333333,-8.3666667,39,2240
Maas Upper,city,Donegal,Ireland,54.8333333,-8.35,157,2240
Magh,city,Donegal,Ireland,55.0666667,-7.2666667,3,10496
Maghera,city,Donegal,Ireland,54.7625,-8.5252778,396,1583
Magherabane,city,Donegal,Ireland,55.2055556,-7.5172222,433,1282
Magherabeg,city,Donegal,Ireland,54.9694444,-7.6125,341,1855
Magheraboy,city,Donegal,Ireland,54.7744444,-7.6538889,328,2605
Magheraboy,city,Donegal,Ireland,55.2113889,-7.3938889,531,2256
Magheradrumman,city,Donegal,Ireland,55.2497222,-7.6644444,226,1514
Magheralahan,city,Donegal,Ireland,55.1358333,-7.2275,364,2006
Magheramore,city,Donegal,Ireland,55.2583333,-7.3588889,462,1898
Maghery,city,Donegal,Ireland,54.9294444,-8.4419444,206,882
Mainear Ui Chuinneagain,city,Donegal,Ireland,54.95,-7.6166667,295,2110
Mainéar Uí Chuinneagáin,city,Donegal,Ireland,54.95,-7.6166667,295,2110
Malainn,city,Donegal,Ireland,55.3,-7.2666667,101,1874
Málainn,city,Donegal,Ireland,55.3,-7.2666667,101,1874
Malin,city,Donegal,Ireland,55.3,-7.2666667,101,1874
Malin Beg,city,Donegal,Ireland,54.6686111,-8.7847222,0,910
Malin More,city,Donegal,Ireland,54.695,-8.7736111,616,910
Manners Town,city,Donegal,Ireland,55.0213889,-7.4044444,101,9590
Manners Town,city,Donegal,Ireland,55.0213889,-7.4044444,101,9590
Manorcunningham,city,Donegal,Ireland,54.95,-7.6166667,295,2110
Marble Hill,city,Donegal,Ireland,55.1741667,-7.9027778,3,970
Masiness,city,Donegal,Ireland,55.1283333,-7.9130556,124,1674
Meananeary,city,Donegal,Ireland,54.7019444,-8.6091667,262,2310
Meenachallow,city,Donegal,Ireland,54.7833333,-8.2716667,347,2318
Meenaclady,city,Donegal,Ireland,55.1408333,-8.2222222,111,1275
Meenacross,city,Donegal,Ireland,54.7247222,-8.6513889,849,1955
Meenacross,city,Donegal,Ireland,54.9077778,-8.3822222,0,1304
Meenacung,city,Donegal,Ireland,55.0455556,-8.1919444,209,2300
Meenadeeny,city,Donegal,Ireland,54.8183333,-8.2541667,439,2315
Meenadreen,city,Donegal,Ireland,54.7194444,-8.6638889,1072,1955
Meenagolan,city,Donegal,Ireland,54.6938889,-8.3461111,1371,2243
Meenagolan,city,Donegal,Ireland,54.7338889,-7.7455556,482,2822
Meenanalbany,city,Donegal,Ireland,54.9786111,-8.3805556,104,1623
Meenasrona,city,Donegal,Ireland,54.8708333,-7.9475,583,2314
Meenasrona,city,Donegal,Ireland,54.7297222,-7.7883333,465,2810
Meenataggart,city,Donegal,Ireland,54.7202778,-8.1241667,629,2321
Meenatotan,city,Donegal,Ireland,54.9333333,-8.2916667,364,2178
Meenavean,city,Donegal,Ireland,54.6736111,-8.6891667,1683,2087
Meenaward,city,Donegal,Ireland,55.1883333,-7.4188889,367,2209
Meenawogary,city,Donegal,Ireland,54.7386111,-7.7094444,521,2822
Meencorwick,city,Donegal,Ireland,54.9844444,-8.2419444,482,2307
Meendarragh,city,Donegal,Ireland,55.0963889,-8.0983333,380,2122
Meendoran,city,Donegal,Ireland,55.2380556,-7.3830556,337,2256
Meenlaragh,city,Donegal,Ireland,55.1447222,-8.1866667,68,1154
Meenmore,city,Donegal,Ireland,54.9588889,-8.3911111,0,1623
Meennaraha,city,Donegal,Ireland,54.5761111,-7.9638889,515,2390
Meentullynagarn,city,Donegal,Ireland,54.6994444,-8.4041667,324,2254
Meentullynagarn Bridge,city,Donegal,Ireland,54.6927778,-8.4002778,236,2254
Meenybraddan,city,Donegal,Ireland,54.7197222,-8.3016667,501,2321
Meenychanon,city,Donegal,Ireland,54.6619444,-8.5633333,518,1758
Meenyollan,city,Donegal,Ireland,55.2027778,-7.2816667,508,2296
Melmore,city,Donegal,Ireland,55.2419444,-7.7958333,0,914
Mid Town,city,Donegal,Ireland,55.1347222,-7.7022222,0,1856
Middletown,city,Donegal,Ireland,55.0741667,-8.2722222,229,2170
Milford,city,Donegal,Ireland,55.0880556,-7.6988889,226,2008
Mill Town,city,Donegal,Ireland,54.9802778,-7.5338889,209,2119
Millford,city,Donegal,Ireland,55.0880556,-7.6988889,226,2008
Millmount,city,Donegal,Ireland,55.1219444,-8.1097222,209,2122
Milltown,city,Donegal,Ireland,54.6408333,-8.3888889,3,1691
Milltown,city,Donegal,Ireland,54.6530556,-8.2586111,45,1641
Milltown,city,Donegal,Ireland,54.8480556,-7.6197222,193,2315
Milltown,city,Donegal,Ireland,55.16,-7.59,259,1940
Milltown,city,Donegal,Ireland,55.0233333,-7.4761111,196,2021
Milltown,city,Donegal,Ireland,55.2338889,-7.1544444,255,2266
Min an Labain,city,Donegal,Ireland,54.9833333,-7.8666667,242,2307
Mín an Lábáin,city,Donegal,Ireland,54.9833333,-7.8666667,242,2307
Min Larach,city,Donegal,Ireland,55.1447222,-8.1866667,68,1154
Mín Lárach,city,Donegal,Ireland,55.1447222,-8.1866667,68,1154
Mitchells Town,city,Donegal,Ireland,55.0919444,-7.2386111,0,3621
Moin Searlas,city,Donegal,Ireland,54.6463889,-8.1955556,19,1577
Moin Séarlas,city,Donegal,Ireland,54.6463889,-8.1955556,19,1577
Monargan Glebe,city,Donegal,Ireland,54.7561111,-8.3897222,288,2201
Moneyhaughly,city,Donegal,Ireland,54.9741667,-7.5897222,262,1855
Moneylagan,city,Donegal,Ireland,54.9958333,-7.7722222,259,2307
Monglass,city,Donegal,Ireland,54.9788889,-7.4444444,39,5164
Moress,city,Donegal,Ireland,55.0730556,-7.4827778,3,1626
Mossedge,city,Donegal,Ireland,55.3291667,-7.3097222,249,1799
Mountcharles,city,Donegal,Ireland,54.6463889,-8.1955556,19,1577
Moville,city,Donegal,Ireland,55.1833333,-7.05,0,1334
Moyagh,city,Donegal,Ireland,55.055,-7.7061111,180,2208
Moyne Bridge,city,Donegal,Ireland,54.6347222,-8.0591667,291,2297
Muckros,city,Donegal,Ireland,54.6130556,-8.5811111,0,803
Muff,city,Donegal,Ireland,55.0666667,-7.2666667,3,10496
Muineagh,city,Donegal,Ireland,55.1941667,-7.5302778,0,1282
Mullagharry,city,Donegal,Ireland,55.2008333,-7.5272222,203,1282
Mullan,city,Donegal,Ireland,55.1319444,-7.8477778,9,1705
Mullanacross,city,Donegal,Ireland,54.5891667,-8.1627778,55,1712
Mullanasole,city,Donegal,Ireland,54.605,-8.135,36,1712
Mullanmore,city,Donegal,Ireland,54.7927778,-8.2377778,360,2315
Mullenieran Bridge,city,Donegal,Ireland,54.7897222,-8.2888889,242,2318
Mullingar,city,Donegal,Ireland,54.8052778,-7.6763889,232,2316
Mulnamin,city,Donegal,Ireland,54.8319444,-8.3238889,452,2314
Muntermellan,city,Donegal,Ireland,55.1988889,-7.9613889,0,1383
Murlas Bridge,city,Donegal,Ireland,54.6538889,-8.1380556,0,1821
Na Ceala Beaga,city,Donegal,Ireland,54.6333333,-8.45,0,1682
Na Cealla Beaga,city,Donegal,Ireland,54.6333333,-8.45,0,1682
Na Dunaibh,city,Donegal,Ireland,55.1969444,-7.8522222,160,1147
Na Dúnaibh,city,Donegal,Ireland,55.1969444,-7.8522222,160,1147
Na Gleannta,city,Donegal,Ireland,54.7975,-8.2825,285,2315
Naran,city,Donegal,Ireland,54.8394444,-8.4733333,42,742
Narin,city,Donegal,Ireland,54.8394444,-8.4733333,42,742
Navenny,city,Donegal,Ireland,54.7955556,-7.7727778,219,2315
Newmills,city,Donegal,Ireland,54.9291667,-7.8072222,255,2310
Newtown Cunningham,city,Donegal,Ireland,54.9963889,-7.5191667,121,2119
Old Mountain,city,Donegal,Ireland,55.1980556,-7.4936111,675,1831
Old Town,city,Donegal,Ireland,54.9419444,-7.7411111,246,2310
Old Town,city,Donegal,Ireland,55.0761111,-7.6138889,29,1656
Oldtown,city,Donegal,Ireland,55.1155556,-8.1069444,252,2122
Owenea Bridge,city,Donegal,Ireland,54.7763889,-8.41,75,2201
Parknatomogard,city,Donegal,Ireland,54.9697222,-8.3388889,337,2158
Pensylvania,city,Donegal,Ireland,55.1761111,-7.1641667,436,1887
Plaster,city,Donegal,Ireland,54.9838889,-7.5272222,252,2119
Pluck,city,Donegal,Ireland,54.9411111,-7.6405556,141,2103
Port,city,Donegal,Ireland,54.7477778,-8.6983333,652,1706
Port,city,Donegal,Ireland,54.64,-8.3069444,0,1608
Port,city,Donegal,Ireland,55.1647222,-7.9777778,807,2091
Port an tSalainn,city,Donegal,Ireland,55.2,-7.6166667,0,1464
Port na Blaiche,city,Donegal,Ireland,55.1780556,-7.9294444,137,1218
Port na Bláiche,city,Donegal,Ireland,55.1780556,-7.9294444,137,1218
Portleen,city,Donegal,Ireland,55.0580556,-7.7308333,209,2262
Portnablagh,city,Donegal,Ireland,55.1780556,-7.9294444,137,1218
Portnablahy,city,Donegal,Ireland,55.1780556,-7.9294444,137,1218
Portnoo,city,Donegal,Ireland,54.8425,-8.4666667,19,742
Portsalon,city,Donegal,Ireland,55.2,-7.6166667,0,1464
Pound Town,city,Donegal,Ireland,55.2072222,-6.9861111,0,1601
Priesttown,city,Donegal,Ireland,54.8158333,-7.9569444,541,2315
Race End,city,Donegal,Ireland,55.0108333,-7.7230556,282,2304
Ramelton,city,Donegal,Ireland,55.0333333,-7.6333333,200,1920
Raneany Bridge,city,Donegal,Ireland,54.6219444,-8.0680556,255,2298
Raneely,city,Donegal,Ireland,54.6091667,-8.2927778,0,739
Raphoe,city,Donegal,Ireland,54.8747222,-7.5983333,272,2315
Rareagh Upper,city,Donegal,Ireland,54.9072222,-7.7919444,482,2311
Rashadoge,city,Donegal,Ireland,54.9372222,-7.8394444,272,2310
Rashenny,city,Donegal,Ireland,55.2783333,-7.3441667,265,1898
Rath Bhoth,city,Donegal,Ireland,54.8747222,-7.5983333,272,2315
Ráth Bhoth,city,Donegal,Ireland,54.8747222,-7.5983333,272,2315
Rath Maolain,city,Donegal,Ireland,55.0938889,-7.5402778,0,1048
Ráth Maoláin,city,Donegal,Ireland,55.0938889,-7.5402778,0,1048
Rath Mealtain,city,Donegal,Ireland,55.0333333,-7.6333333,200,1920
Ráth Mealtain,city,Donegal,Ireland,55.0333333,-7.6333333,200,1920
Rathglass,city,Donegal,Ireland,54.4733333,-8.2341667,101,1714
Rathmelton,city,Donegal,Ireland,55.0333333,-7.6333333,200,1920
Rathmullan,city,Donegal,Ireland,55.0938889,-7.5402778,0,1048
Rathmullen,city,Donegal,Ireland,55.0938889,-7.5402778,0,1048
Raws Lower,city,Donegal,Ireland,54.7605556,-7.6011111,498,2655
Ray,city,Donegal,Ireland,55.1463889,-8.0555556,200,1680
Ray,city,Donegal,Ireland,55.0352778,-7.7216667,246,2304
Ray,city,Donegal,Ireland,55.0741667,-7.5972222,0,1656
Raymoghy,city,Donegal,Ireland,54.9461111,-7.6202778,295,2110
Red Bridges,city,Donegal,Ireland,54.6647222,-8.1305556,154,1821
Ringsend,city,Donegal,Ireland,54.7947222,-7.5913889,170,2327
Rockhill,city,Donegal,Ireland,54.5708333,-8.1130556,485,2260
Rocking Stone,city,Donegal,Ireland,55.1233333,-8.1647222,68,1979
Rocktown,city,Donegal,Ireland,54.9144444,-7.6111111,472,2310
Roeckrow,city,Donegal,Ireland,54.7052778,-8.45,810,2234
Roosky,city,Donegal,Ireland,54.9922222,-7.4791667,193,2300
Roosky,city,Donegal,Ireland,55.0933333,-7.4352778,479,1934
Roosky,city,Donegal,Ireland,55.1438889,-7.1663889,0,1066
Roosky Upper,city,Donegal,Ireland,54.8263889,-7.6636111,262,2316
Rosapenna,city,Donegal,Ireland,55.1869444,-7.8236111,3,1501
Rosnakill,city,Donegal,Ireland,55.1833333,-7.6833333,137,1827
Rossbeg,city,Donegal,Ireland,54.8172222,-8.5152778,0,931
Rossblaney,city,Donegal,Ireland,55.1822222,-7.6927778,0,1827
Rossbrackan,city,Donegal,Ireland,54.9516667,-7.6372222,173,2103
Rossgeir,city,Donegal,Ireland,54.8491667,-7.5002778,19,2479
Rossillybeg,city,Donegal,Ireland,54.6147222,-8.1247222,52,2133
Rossmore,city,Donegal,Ireland,54.6261111,-8.1188889,72,2115
Rossnakill,city,Donegal,Ireland,55.1833333,-7.6833333,137,1827
Rossnowlagh,city,Donegal,Ireland,54.5688889,-8.2105556,131,934
Rossnowlagh Lower,city,Donegal,Ireland,54.5688889,-8.2105556,131,934
Rossnowlagh Upper,city,Donegal,Ireland,54.5533333,-8.1986111,275,1490
Saint Catherines,city,Donegal,Ireland,54.6241667,-8.4627778,3,794
Saint Johnston,city,Donegal,Ireland,54.9333333,-7.45,3,4363
Saint Johnstown,city,Donegal,Ireland,54.9333333,-7.45,3,4363
Sallybrook,city,Donegal,Ireland,54.9588889,-7.5691667,308,1900
Sandfield,city,Donegal,Ireland,54.8027778,-8.4475,3,1641
Seacor,city,Donegal,Ireland,54.9380556,-7.9016667,259,2310
Seedagh,city,Donegal,Ireland,55.1861111,-7.7327778,0,1733
Sessiagh,city,Donegal,Ireland,55.24,-7.7377778,82,1261
Shallogan,city,Donegal,Ireland,54.8366667,-8.2219444,882,2314
Shalwy,city,Donegal,Ireland,54.6241667,-8.5313889,0,817
Shanaghan,city,Donegal,Ireland,54.7680556,-8.45,114,2062
Shanbally,city,Donegal,Ireland,55.1552778,-7.9766667,1194,2091
Shannagh,city,Donegal,Ireland,54.5927778,-8.0541667,341,2298
Shellbrook,city,Donegal,Ireland,55.0225,-7.5833333,0,1431
Sheskinapoll,city,Donegal,Ireland,54.9102778,-7.5747222,751,2311
Single Street,city,Donegal,Ireland,54.4830556,-8.2641667,3,1245
Slievebane,city,Donegal,Ireland,55.3691667,-7.3375,68,871
Sockar,city,Donegal,Ireland,54.9844444,-7.8377778,449,2307
Soppog,city,Donegal,Ireland,55.0647222,-7.3211111,206,10103
Speenoge,city,Donegal,Ireland,55.0394444,-7.4283333,249,4180
Srath,city,Donegal,Ireland,55.1458333,-7.2872222,990,2255
Srath an Urlair,city,Donegal,Ireland,54.8,-7.7666667,193,2315
Srath an Urláir,city,Donegal,Ireland,54.8,-7.7666667,193,2315
Straboy,city,Donegal,Ireland,54.7455556,-8.6225,515,2043
Stracashel,city,Donegal,Ireland,54.8177778,-8.1852778,498,2315
Strahack,city,Donegal,Ireland,55.0769444,-7.4886111,29,1626
Straid,city,Donegal,Ireland,55.265,-7.4286111,173,1548
Straleel,city,Donegal,Ireland,54.6802778,-8.6269444,328,2257
Straleel North,city,Donegal,Ireland,54.6902778,-8.6402778,839,2257
Stralongford,city,Donegal,Ireland,54.8888889,-7.7511111,518,2311
Stranabrooey,city,Donegal,Ireland,55.0919444,-8.2666667,249,1799
Stranagappoge,city,Donegal,Ireland,55.1747222,-7.2372222,597,2271
Stranagartan,city,Donegal,Ireland,54.7336111,-8.6105556,616,2043
Stranarva,city,Donegal,Ireland,54.9905556,-8.2622222,770,2307
Stranorlar,city,Donegal,Ireland,54.8,-7.7666667,193,2315
Straruddan,city,Donegal,Ireland,55.2505556,-7.1497222,82,1793
Straths Bridge,city,Donegal,Ireland,55.2741667,-7.3172222,131,1989
Stravally,city,Donegal,Ireland,54.7294444,-8.5477778,498,2064
Streams Town,city,Donegal,Ireland,55.1291667,-7.7166667,32,1840
Streams Town,city,Donegal,Ireland,55.1291667,-7.7166667,32,1840
Swillybrin,city,Donegal,Ireland,55.1494444,-7.9488889,108,1922
Tamney,city,Donegal,Ireland,55.2,-7.6833333,167,1827
Tangaveane,city,Donegal,Ireland,54.7927778,-8.1716667,695,2315
Taughboy,city,Donegal,Ireland,54.7536111,-7.8344444,498,2429
Tawny,city,Donegal,Ireland,54.6244444,-8.6008333,62,804
Tawny,city,Donegal,Ireland,55.2,-7.6833333,167,1827
Teelin,city,Donegal,Ireland,54.6347222,-8.6416667,0,1616
Templemoyle,city,Donegal,Ireland,55.2852778,-7.2125,32,2193
Termon,city,Donegal,Ireland,55.0491667,-7.8163889,488,2301
The Point,city,Donegal,Ireland,55.1722222,-7.7366667,29,1733
Thompsons Town,city,Donegal,Ireland,55.0780556,-7.3061111,246,10103
Three Trees,city,Donegal,Ireland,55.1136111,-7.2125,0,3621
Tieveborne,city,Donegal,Ireland,55.0644444,-7.4291667,22,2583
Tievelough,city,Donegal,Ireland,54.8097222,-8.1508333,577,2315
Tirinisk,city,Donegal,Ireland,54.7966667,-7.6113889,124,2327
Tober,city,Donegal,Ireland,54.9563889,-7.5013889,377,2309
Toberkeen,city,Donegal,Ireland,54.9380556,-8.3808333,209,1584
Tonduff,city,Donegal,Ireland,54.8275,-7.9477778,446,2315
Tops,city,Donegal,Ireland,54.8502778,-7.5980556,278,2315
Treantagh,city,Donegal,Ireland,55,-7.8427778,236,2307
Treantagh,city,Donegal,Ireland,54.9266667,-7.4875,114,2455
Trooperstown,city,Donegal,Ireland,55.0602778,-7.385,36,4964
Tullagh,city,Donegal,Ireland,55.1547222,-7.7511111,196,2076
Tullamore,city,Donegal,Ireland,54.5211111,-8.1780556,203,2071
Tully,city,Donegal,Ireland,54.5119444,-8.0661111,980,2434
Tully,city,Donegal,Ireland,54.5552778,-8.063889,1013,2338
Tully Beg,city,Donegal,Ireland,54.8041667,-8.3805556,52,1977
Tully More,city,Donegal,Ireland,54.7919444,-8.4,22,1977
Tully Rossnakill,city,Donegal,Ireland,55.1833333,-7.6833333,137,1827
Tullybegly,city,Donegal,Ireland,54.9458333,-7.5919444,223,2110
Tullybrook,city,Donegal,Ireland,54.6319444,-8.0788889,203,2297
Tullydush,city,Donegal,Ireland,55.1175,-7.3977778,354,2428
Tullykinroe,city,Donegal,Ireland,54.54,-7.9066667,364,1700
Tullykonwar,city,Donegal,Ireland,54.7575,-8.3038889,498,2318
Tullylark Bridge,city,Donegal,Ireland,54.5838889,-7.7833333,971,2801
Tullylinn,city,Donegal,Ireland,54.6252778,-7.7155556,475,3296
Tullymore,city,Donegal,Ireland,54.5211111,-8.1780556,203,2071
Tullynaglack,city,Donegal,Ireland,54.72,-8.2125,259,2321
Tullyonven,city,Donegal,Ireland,54.9225,-7.4711111,65,2455
Tullyrap,city,Donegal,Ireland,54.8572222,-7.6325,196,2314
Tullyvoos,city,Donegal,Ireland,54.6158333,-8.2777778,3,748
Ture,city,Donegal,Ireland,55.0855556,-7.2477778,0,3621
Turk,city,Donegal,Ireland,55.1666667,-7.3219444,488,2296
Umgall,city,Donegal,Ireland,55.3327778,-7.2994444,249,1799
Umrycam,city,Donegal,Ireland,55.1833333,-7.7,0,1827
Umrycam,city,Donegal,Ireland,55.1602778,-7.4325,393,2013
Upper Town,city,Donegal,Ireland,55.1597222,-7.6625,387,1934
Urbalreagh,city,Donegal,Ireland,55.3363889,-7.2852778,249,1253
Wards Town,city,Donegal,Ireland,54.9530556,-7.8486111,255,2310
Wards Town,city,Donegal,Ireland,54.9530556,-7.8486111,255,2310
Wardtown,city,Donegal,Ireland,54.5147222,-8.2225,380,1450
Welchtown,city,Donegal,Ireland,54.8186111,-7.8708333,223,2315
West Town,city,Donegal,Ireland,55.2652778,-8.2258333,49,0
Whitefield,city,Donegal,Ireland,55.1955556,-7.2544444,583,2296
Whitehill,city,Donegal,Ireland,54.9130556,-7.4644444,19,2580
Winterhill,city,Donegal,Ireland,54.6775,-8.0911111,131,2245
Abbey,city,Galway,Ireland,53.1030556,-8.3922222,229,2888
Addergoole,city,Galway,Ireland,53.3630556,-9.0155556,49,2506
Addragool,city,Galway,Ireland,53.3211111,-9.1444444,42,2490
Ahascragh,city,Galway,Ireland,53.3955556,-8.3294444,226,2855
