"05 ,Kidnapping and related offences","Pearse Street, D.M.R. South Central Division",4,1,3,2,2,2,0
"05 ,Kidnapping and related offences","Pettigo, Donegal Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Piltown, Kilkenny/Carlow Division",0,0,0,0,0,1,0
"05 ,Kidnapping and related offences","Portarlington, Laois/Offaly Division",0,1,0,0,0,1,0
"05 ,Kidnapping and related offences","Portlaoise, Laois/Offaly Division",3,1,1,0,0,2,0
"05 ,Kidnapping and related offences","Portlaw, Waterford Division",0,0,0,0,0,0,1
"05 ,Kidnapping and related offences","Portmagee, Kerry Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Portroe, Tipperary Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Portumna, Galway Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Raheny, D.M.R. Northern Division",0,0,0,0,1,0,0
"05 ,Kidnapping and related offences","Ramelton, Donegal Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Raphoe, Donegal Division",0,0,0,2,0,0,0
"05 ,Kidnapping and related offences","Rathangan, Kildare Division",0,1,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathcoole, D.M.R. Western Division",0,0,0,0,0,3,0
"05 ,Kidnapping and related offences","Rathcormac, Co Cork, Cork North Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathdowney, Laois/Offaly Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathdrum, Wicklow Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathfarnham, D.M.R. Southern Division",0,1,0,0,0,1,0
"05 ,Kidnapping and related offences","Rathgormack, Co Waterford, Waterford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathkeale, Limerick Division",0,0,1,1,0,0,0
"05 ,Kidnapping and related offences","Rathmines, D.M.R. Southern Division",0,2,2,0,1,0,1
"05 ,Kidnapping and related offences","Rathmore, Co Kerry, Cork West Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathmullen, Donegal Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rathvilly, Kilkenny/Carlow Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rhode, Laois/Offaly Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Riverstown, Sligo/Leitrim Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Robertstown, Kildare Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rochfortbridge, Westmeath Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rockcorry, Cavan/Monaghan Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Ronanstown, D.M.R. Western Division",0,1,0,1,0,1,0
"05 ,Kidnapping and related offences","Roosky, Roscommon/Longford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Ros Muc, Galway Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Roscommon, Roscommon/Longford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Roscrea, Tipperary Division",0,0,0,0,0,0,1
"05 ,Kidnapping and related offences","Rosscarbery, Cork West Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rosses Point, Sligo/Leitrim Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Rosslare Harbour, Wexford Division",0,0,0,0,1,0,0
"05 ,Kidnapping and related offences","Rosslare Strand, Wexford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Roundwood, Wicklow Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Roxboro Road, Limerick Division",1,2,3,1,2,0,1
"05 ,Kidnapping and related offences","Santry, D.M.R. Northern Division",2,1,0,1,0,0,0
"05 ,Kidnapping and related offences","Scariff, Clare Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Schull, Cork West Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Scotstown, Cavan/Monaghan Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Shankill, D.M.R. Eastern Division",1,1,0,0,3,2,1
"05 ,Kidnapping and related offences","Shannon, Clare Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Shercock, Cavan/Monaghan Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Shevry, Tipperary Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Shillelagh, Wicklow Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Shinrone, Laois/Offaly Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Shrule, Mayo Division",0,0,0,0,0,1,0
"05 ,Kidnapping and related offences","Sixmilebridge, Clare Division",0,0,0,0,1,0,0
"05 ,Kidnapping and related offences","Skerries, D.M.R. Northern Division",1,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Skibbereen, Cork West Division",0,0,0,1,0,0,0
"05 ,Kidnapping and related offences","Skreen, Sligo/Leitrim Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Slane, Meath Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Sligo, Sligo/Leitrim Division",1,1,0,0,1,4,1
"05 ,Kidnapping and related offences","Smear, Roscommon/Longford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Sneem, Kerry Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Sraith Salach, Galway Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Stoneyford, Kilkenny/Carlow Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Store Street, D.M.R. North Central Division",1,1,4,4,2,4,1
"05 ,Kidnapping and related offences","Stradbally Co Laois, Laois/Offaly Division",0,0,1,0,0,0,0
"05 ,Kidnapping and related offences","Strokestown, Roscommon/Longford Division",0,0,0,1,0,0,0
"05 ,Kidnapping and related offences","Stuake, Cork West Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Summerhill, Meath Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Sundrive Road, D.M.R. Southern Division",0,0,0,0,1,2,0
"05 ,Kidnapping and related offences","Swanlinbar, Cavan/Monaghan Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Swinford, Mayo Division",0,0,0,0,4,0,0
"05 ,Kidnapping and related offences","Swords, D.M.R. Northern Division",3,1,3,2,0,3,1
"05 ,Kidnapping and related offences","Taghmon, Wexford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tallaght, D.M.R. Southern Division",5,1,4,3,2,1,2
"05 ,Kidnapping and related offences","Tallow, Waterford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tarbert, Kerry Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tarelton, Cork West Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Taughmaconnell, Roscommon/Longford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Templederry, Tipperary Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Templemore, Tipperary Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Templetuohy, Tipperary Division",0,0,1,0,0,0,0
"05 ,Kidnapping and related offences","Terenure, D.M.R. Southern Division",1,0,0,0,1,0,0
"05 ,Kidnapping and related offences","Thomastown, Kilkenny/Carlow Division",0,1,0,0,0,0,0
"05 ,Kidnapping and related offences","Thurles, Tipperary Division",0,0,0,0,0,2,0
"05 ,Kidnapping and related offences","Timoleague, Cork West Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tinahely, Wicklow Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tipperary, Tipperary Division",0,0,1,0,0,0,1
"05 ,Kidnapping and related offences","Togher, Cork City Division",0,2,0,1,0,0,0
"05 ,Kidnapping and related offences","Toomevara, Tipperary Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tralee, Kerry Division",1,1,1,0,0,2,1
"05 ,Kidnapping and related offences","Tramore, Waterford Division",0,0,0,1,1,0,0
"05 ,Kidnapping and related offences","Trim, Meath Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tuam, Galway Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tubbercurry, Sligo/Leitrim Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tulla, Clare Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tullamore, Laois/Offaly Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Tullow, Kilkenny/Carlow Division",0,0,0,0,1,0,0
"05 ,Kidnapping and related offences","Tulsk, Roscommon/Longford Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Urlingford, Kilkenny/Carlow Division",1,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Virginia, Cavan/Monaghan Division",0,0,0,3,0,0,0
"05 ,Kidnapping and related offences","Watercourse Road, Cork City Division",0,1,0,1,0,1,1
"05 ,Kidnapping and related offences","Waterford, Waterford Division",2,0,1,2,2,6,2
"05 ,Kidnapping and related offences","Watergrasshill, Cork North Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Westport, Mayo Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Wexford, Wexford Division",2,0,0,2,0,0,0
"05 ,Kidnapping and related offences","Whitegate, Cork North Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Wicklow, Wicklow Division",1,0,1,1,0,1,0
"05 ,Kidnapping and related offences","Williamstown, Galway Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Woodford, Galway Division",0,0,0,0,0,0,0
"05 ,Kidnapping and related offences","Youghal, Cork North Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Abbeyfeale, Limerick Division",0,0,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Abbeyleix, Laois/Offaly Division",0,0,2,0,2,0,0
"06 ,Robbery, extortion and hijacking offences","Adare, Limerick Division",1,0,1,0,0,0,1
"06 ,Robbery, extortion and hijacking offences","Aglish, Waterford Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Ahascragh, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ailt an Chorraiin, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Bun Beag, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Charraig, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Cheathru Rua, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Clochain Liath, Donegal Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","An Coirean, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Craoslach, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Fail Carrach, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Maim, Galway Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","An Rinn, Waterford Division",0,1,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","An Spideal, Galway Division",0,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Anglesea Street, Cork City Division",31,33,37,50,29,21,6
"06 ,Robbery, extortion and hijacking offences","Annascaul, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Aran More, Galway Division",3,2,0,1,2,5,0
"06 ,Robbery, extortion and hijacking offences","Ard an Raitha, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ardee, Louth Division",2,5,3,3,0,5,1
"06 ,Robbery, extortion and hijacking offences","Ardfert, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ardfinnan, Tipperary Division",0,0,1,0,0,0,1
"06 ,Robbery, extortion and hijacking offences","Ardmore, Waterford Division",1,1,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ardnacrusha, Limerick Division",1,4,5,0,2,2,0
"06 ,Robbery, extortion and hijacking offences","Ardrahan, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Arklow, Wicklow Division",6,8,4,6,1,8,1
"06 ,Robbery, extortion and hijacking offences","Arles, Laois/Offaly Division",2,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Arva, Cavan/Monaghan Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ashbourne, Meath Division",4,9,7,8,9,8,4
"06 ,Robbery, extortion and hijacking offences","Ashford, Wicklow Division",0,2,0,0,4,0,0
"06 ,Robbery, extortion and hijacking offences","Askeaton, Limerick Division",0,2,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Athea, Limerick Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Athenry, Galway Division",0,1,0,1,1,0,0
"06 ,Robbery, extortion and hijacking offences","Athleague, Roscommon/Longford Division",0,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Athlone, Westmeath Division",13,11,13,12,12,6,2
"06 ,Robbery, extortion and hijacking offences","Athy, Kildare Division",24,13,5,13,8,15,3
"06 ,Robbery, extortion and hijacking offences","Aughrim, Wicklow Division",0,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Avoca, Wicklow Division",0,0,1,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Baile AÅtha Bui, Meath Division",0,1,0,1,2,1,1
"06 ,Robbery, extortion and hijacking offences","Baile an FheirtÈaraigh, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Baile Bhuirne, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bailieboro, Cavan/Monaghan Division",2,1,0,0,1,1,0
"06 ,Robbery, extortion and hijacking offences","Balbriggan, D.M.R. Northern Division",21,16,19,16,7,11,6
"06 ,Robbery, extortion and hijacking offences","Balla, Mayo Division",1,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Ballaghderreen, Roscommon/Longford Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballina, Mayo Division",0,0,2,0,7,2,0
"06 ,Robbery, extortion and hijacking offences","Ballinagh, Cavan/Monaghan Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballinamore, Sligo/Leitrim Division",1,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballinasloe, Galway Division",5,4,1,3,4,4,0
"06 ,Robbery, extortion and hijacking offences","Ballincollig, Cork City Division",3,3,5,4,6,0,3
"06 ,Robbery, extortion and hijacking offences","Ballindine, Mayo Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballineen, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballingarry North, Tipperary Division",0,0,0,0,1,1,0
"06 ,Robbery, extortion and hijacking offences","Ballingarry South, Tipperary Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballingarry, Limerick Division",0,0,1,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballinhassig, Cork West Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Ballinlough, Roscommon/Longford Division",0,2,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballinrobe, Mayo Division",1,0,2,1,2,0,0
"06 ,Robbery, extortion and hijacking offences","Ballintra, Donegal Division",0,1,1,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballivor, Meath Division",0,0,0,1,0,1,0
"06 ,Robbery, extortion and hijacking offences","Ballon, Kilkenny/Carlow Division",1,4,1,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Ballybay, Cavan/Monaghan Division",0,1,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballybofey, Donegal Division",2,2,0,0,1,3,1
"06 ,Robbery, extortion and hijacking offences","Ballybunion, Kerry Division",2,0,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyconnell, Cavan/Monaghan Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Ballycotton, Cork North Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballycroy, Mayo Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballycullane, Wexford Division",0,0,0,0,0,0,1
"06 ,Robbery, extortion and hijacking offences","Ballydehob, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballydesmond, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyduff,  Co. Kerry, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyfermot, D.M.R. Western Division",17,22,19,30,36,67,21
"06 ,Robbery, extortion and hijacking offences","Ballygar, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyhale, Kilkenny/Carlow Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyhaunis, Mayo Division",1,0,1,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyheigue, Kerry Division",0,0,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyjamesduff, Cavan/Monaghan Division",1,1,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballylanders, Limerick Division",0,0,0,0,0,0,1
"06 ,Robbery, extortion and hijacking offences","Ballylinan, Laois/Offaly Division",1,1,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballymacarberry, Waterford Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballymahon, Roscommon/Longford Division",0,1,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballymore, Westmeath Division",0,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Ballymote, Sligo/Leitrim Division",0,0,0,3,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballymun, D.M.R. Northern Division",69,47,32,40,40,75,19
"06 ,Robbery, extortion and hijacking offences","Ballynacargy, Westmeath Division",1,0,1,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyneety, Limerick Division",3,1,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballynoe, Cork North Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyporeen, Tipperary Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyshannon, Donegal Division",1,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Ballyvaughan, Clare Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Baltimore, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Baltinglass, Wicklow Division",1,0,3,1,2,0,0
"06 ,Robbery, extortion and hijacking offences","Banagher, Laois/Offaly Division",1,0,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Bandon, Cork West Division",3,2,1,1,0,0,2
"06 ,Robbery, extortion and hijacking offences","Bangor Erris, Mayo Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Bansha, Tipperary Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bantry, Cork West Division",6,1,1,1,0,0,1
"06 ,Robbery, extortion and hijacking offences","Barnaderg, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Barraduff, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","BÈal aÅtha an Ghaorthaidh, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","BÈal an Mhuirthead, Mayo Division",0,0,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Belturbet, Cavan/Monaghan Division",2,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bennettsbridge, Kilkenny/Carlow Division",0,0,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Birr,  Laois/Offaly Division",4,1,3,2,4,1,0
"06 ,Robbery, extortion and hijacking offences","Bishopstown, Cork City Division",7,4,11,5,5,5,2
"06 ,Robbery, extortion and hijacking offences","Blacklion, Cavan/Monaghan Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Blackrock, Co Cork, Cork City Division",2,4,2,4,4,2,0
"06 ,Robbery, extortion and hijacking offences","Blackrock, Co Dublin, D.M.R. Eastern Division",18,13,13,9,17,8,4
"06 ,Robbery, extortion and hijacking offences","Blackrock, Co Louth, Louth Division",2,1,2,0,0,2,0
"06 ,Robbery, extortion and hijacking offences","Blackwater, Wexford Division",1,2,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Blanchardstown, D.M.R. Western Division",148,144,133,165,118,96,38
"06 ,Robbery, extortion and hijacking offences","Blarney, Cork City Division",6,0,3,0,0,2,1
"06 ,Robbery, extortion and hijacking offences","Blessington, Wicklow Division",1,0,3,2,2,2,3
"06 ,Robbery, extortion and hijacking offences","Boherbue, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bonniconlon, Mayo Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Borris, Kilkenny/Carlow Division",0,1,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Borris-In-Ossory, Laois/Offaly Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Borrisokane, Tipperary Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Borrisoleigh, Tipperary Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bothar Na Tra, Galway Division",5,3,1,7,3,3,1
"06 ,Robbery, extortion and hijacking offences","Boyle, Roscommon/Longford Division",0,0,1,0,1,1,1
"06 ,Robbery, extortion and hijacking offences","Bray, Wicklow Division",32,35,25,26,17,17,7
"06 ,Robbery, extortion and hijacking offences","Bridewell Cork, Cork City Division",9,6,8,13,21,14,13
"06 ,Robbery, extortion and hijacking offences","Bridewell Dublin, D.M.R. North Central Division",87,75,80,80,58,51,27
"06 ,Robbery, extortion and hijacking offences","Bruff, Limerick Division",0,0,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bruree, Limerick Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Bunclody, Wexford Division",0,0,0,2,1,1,0
"06 ,Robbery, extortion and hijacking offences","Buncrana, Donegal Division",0,3,2,3,0,5,1
"06 ,Robbery, extortion and hijacking offences","Bundoran, Donegal Division",1,2,2,0,0,0,1
"06 ,Robbery, extortion and hijacking offences","Burnfoot, Donegal Division",0,1,2,1,1,0,0
"06 ,Robbery, extortion and hijacking offences","Buttevant, Cork North Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Cabinteely, D.M.R. Eastern Division",22,23,22,15,11,12,13
"06 ,Robbery, extortion and hijacking offences","Cabra, D.M.R. Western Division",34,33,31,27,27,30,9
"06 ,Robbery, extortion and hijacking offences","Caherciveen, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Caherconlish, Limerick Division",0,1,1,1,1,0,0
"06 ,Robbery, extortion and hijacking offences","Cahir, Tipperary Division",2,0,1,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Callan, Kilkenny/Carlow Division",4,0,2,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Campile, Wexford Division",1,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Cappamore, Limerick Division",0,1,0,0,0,1,0
"06 ,Robbery, extortion and hijacking offences","Cappawhite, Tipperary Division",1,0,0,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Cappoquin, Waterford Division",0,1,1,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Carbury, Kildare Division",1,2,3,1,0,1,1
"06 ,Robbery, extortion and hijacking offences","Carlingford, Louth Division",1,0,2,1,1,1,0
"06 ,Robbery, extortion and hijacking offences","Carlow, Kilkenny/Carlow Division",22,19,20,12,17,8,2
"06 ,Robbery, extortion and hijacking offences","Carna, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Carndonagh, Donegal Division",0,0,0,1,0,1,0
"06 ,Robbery, extortion and hijacking offences","Carnew, Wicklow Division",1,0,0,0,0,2,0
"06 ,Robbery, extortion and hijacking offences","Carraig Airt, Donegal Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Carrickbyrne, Wexford Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Carrickmacross, Cavan/Monaghan Division",0,3,2,0,2,1,0
"06 ,Robbery, extortion and hijacking offences","Carrick-on-Bannow, Wexford Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Carrick-On-Shannon, Sligo/Leitrim Division",0,0,1,0,0,0,1
"06 ,Robbery, extortion and hijacking offences","Carrick-On-Suir, Tipperary Division",2,2,3,4,1,2,1
"06 ,Robbery, extortion and hijacking offences","Carrigaline, Cork City Division",2,1,1,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Carrigallen, Sligo/Leitrim Division",1,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Carrigans, Donegal Division",3,2,3,1,0,2,1
"06 ,Robbery, extortion and hijacking offences","Carrigtwohill, Cork North Division",0,0,0,1,1,1,0
"06 ,Robbery, extortion and hijacking offences","Cashel, Tipperary Division",0,3,2,0,0,2,2
"06 ,Robbery, extortion and hijacking offences","Castlebar, Mayo Division",5,1,5,3,2,6,1
"06 ,Robbery, extortion and hijacking offences","Castlebellingham, Louth Division",1,2,0,2,1,2,1
"06 ,Robbery, extortion and hijacking offences","Castleblayney, Cavan/Monaghan Division",2,2,7,2,0,2,0
"06 ,Robbery, extortion and hijacking offences","Castlebridge, Wexford Division",0,0,1,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Castlecomer, Kilkenny/Carlow Division",2,2,2,2,2,1,2
"06 ,Robbery, extortion and hijacking offences","Castleconnell, Limerick Division",3,1,1,1,1,0,1
"06 ,Robbery, extortion and hijacking offences","Castledermot, Kildare Division",5,5,1,2,1,0,0
"06 ,Robbery, extortion and hijacking offences","Castlefin, Donegal Division",1,0,1,0,2,0,1
"06 ,Robbery, extortion and hijacking offences","Castlegregory, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Castleisland, Kerry Division",2,1,1,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Castlemaine, Kerry Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Castlepollard, Westmeath Division",0,1,0,0,1,0,0
"06 ,Robbery, extortion and hijacking offences","Castlerea, Roscommon/Longford Division",1,0,0,0,0,2,0
"06 ,Robbery, extortion and hijacking offences","Castletownbere, Cork West Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Castletownroche, Cork North Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Cavan, Cavan/Monaghan Division",6,0,4,3,5,10,2
"06 ,Robbery, extortion and hijacking offences","Celbridge, Kildare Division",15,8,10,4,7,6,6
"06 ,Robbery, extortion and hijacking offences","Charlestown, Mayo Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Charleville, Cork North Division",1,2,1,1,0,0,0
"06 ,Robbery, extortion and hijacking offences","Cill Ronain, Galway Division",0,0,0,0,0,0,0
"06 ,Robbery, extortion and hijacking offences","Clane, Kildare Division",17,10,8,8,2,2,1
